epoch,lr-AdamW,step,test_acc,train_acc,train_loss,val_acc
,0.001,0,,,,
0,,49,,,3.4459736347198486,
0,,99,,,2.7270400524139404,
0,,149,,,2.269929885864258,
0,,199,,,2.5277371406555176,
0,,249,,,3.006558656692505,
0,,299,,,2.300459861755371,
0,,349,,,2.457751512527466,
0,,399,,,2.1595256328582764,
0,,449,,,1.7289340496063232,
0,,499,,,2.0265822410583496,
0,,549,,,1.9901262521743774,
0,,599,,,1.3796641826629639,
0,,649,,,1.2006040811538696,
0,,699,,,1.583585500717163,
0,,749,,,0.901229202747345,
0,,799,,,1.6493479013442993,
0,,849,,,1.7678463459014893,
0,,899,,,1.2664694786071777,
0,,949,,,1.722347617149353,
0,,999,,,1.5506014823913574,
0,,1049,,,0.8450274467468262,
0,,1099,,,1.6545352935791016,
0,,1149,,,2.184565544128418,
0,,1199,,,0.9362072944641113,
0,,1249,,,1.386852741241455,
0,,1299,,,0.9653409123420715,
0,,1349,,,1.7847448587417603,
0,,1399,,,1.2302401065826416,
0,,1449,,,1.227362871170044,
0,,1499,,,1.170760154724121,
0,,1549,,,0.9907997250556946,
0,,1599,,,0.7679007649421692,
0,,1649,,,1.3237146139144897,
0,,1699,,,1.034705638885498,
0,,1749,,,0.8835926055908203,
0,,1799,,,1.0617749691009521,
0,,1849,,,0.7768770456314087,
0,,1899,,,1.6772171258926392,
0,,1949,,,0.49747762084007263,
0,,1999,,,1.0426721572875977,
0,,2049,,,0.663992702960968,
0,,2099,,,0.9488504528999329,
0,,2149,,,1.214498519897461,
0,,2199,,,0.4967273771762848,
0,,2249,,,0.724728524684906,
0,,2299,,,0.8562921285629272,
0,,2349,,,1.5886318683624268,
0,,2399,,,1.3003149032592773,
0,,2449,,,0.7506227493286133,
0,,2499,,,1.4647157192230225,
0,,2549,,,0.8739219903945923,
0,,2599,,,0.7660931348800659,
0,,2649,,,0.4328667223453522,
0,,2699,,,0.6906703114509583,
0,,2749,,,0.5468565225601196,
0,,2799,,,0.4034174084663391,
0,,2849,,,0.752398669719696,
0,,2899,,,0.935006320476532,
0,,2949,,,0.331915944814682,
0,,2999,,,0.5399571061134338,
0,,3049,,,0.8364825248718262,
0,,3099,,,0.6221863031387329,
0,,3149,,,0.6778737306594849,
0,,3199,,,0.444735050201416,
0,,3249,,,0.6527079939842224,
0,,3299,,,0.9089522361755371,
0,,3349,,,0.7846727967262268,
0,,3399,,,0.4217180609703064,
0,,3449,,,0.8165519833564758,
0,,3499,,,0.4765416085720062,
0,,3549,,,0.44179025292396545,
0,,3599,,,0.6450372934341431,
0,,3649,,,0.21700184047222137,
0,,3699,,,0.46326836943626404,
0,,3749,,,0.42664557695388794,
0,,3799,,,0.5455082654953003,
0,,3849,,,0.573034942150116,
0,,3899,,,0.3537144064903259,
0,,3949,,,0.48071861267089844,
0,,3999,,,0.6187617182731628,
0,,4049,,,0.3815300166606903,
0,,4099,,,0.3602549731731415,
0,,4149,,,0.34884071350097656,
0,,4199,,,0.858653724193573,
0,,4249,,,0.4694184362888336,
0,,4299,,,0.30669069290161133,
0,,4342,,,,0.9100978374481201
0,,4342,,0.7691864967346191,,
,0.001,4343,,,,
1,,4349,,,0.3576952815055847,
1,,4399,,,0.45974573493003845,
1,,4449,,,0.34980112314224243,
1,,4499,,,0.2353345900774002,
1,,4549,,,0.28615984320640564,
1,,4599,,,0.22091250121593475,
1,,4649,,,0.42953166365623474,
1,,4699,,,0.41197746992111206,
1,,4749,,,0.6067387461662292,
1,,4799,,,0.6982153654098511,
1,,4849,,,0.4001985490322113,
1,,4899,,,0.28103071451187134,
1,,4949,,,0.3706776201725006,
1,,4999,,,0.21937048435211182,
1,,5049,,,0.41805726289749146,
1,,5099,,,0.8197866678237915,
1,,5149,,,0.25713932514190674,
1,,5199,,,0.37320876121520996,
1,,5249,,,0.1303686946630478,
1,,5299,,,0.7383905649185181,
1,,5349,,,0.32119789719581604,
1,,5399,,,0.28549855947494507,
1,,5449,,,0.15666356682777405,
1,,5499,,,0.5852718353271484,
1,,5549,,,0.27019327878952026,
1,,5599,,,0.3171249330043793,
1,,5649,,,0.4435284733772278,
1,,5699,,,0.3578569293022156,
1,,5749,,,0.994816780090332,
1,,5799,,,0.49730268120765686,
1,,5849,,,0.3368404507637024,
1,,5899,,,0.1348847597837448,
1,,5949,,,0.3209845721721649,
1,,5999,,,0.470634788274765,
1,,6049,,,0.3379853665828705,
1,,6099,,,0.4870505928993225,
1,,6149,,,0.3642527759075165,
1,,6199,,,0.08659668266773224,
1,,6249,,,0.2375003546476364,
1,,6299,,,0.46747294068336487,
1,,6349,,,0.4220921993255615,
1,,6399,,,0.47547364234924316,
1,,6449,,,0.28273069858551025,
1,,6499,,,0.08261511474847794,
1,,6549,,,0.47271695733070374,
1,,6599,,,0.5168415904045105,
1,,6649,,,0.509295642375946,
1,,6699,,,0.19608400762081146,
1,,6749,,,0.19492574036121368,
1,,6799,,,0.4226703643798828,
1,,6849,,,0.2000955045223236,
1,,6899,,,0.38851913809776306,
1,,6949,,,0.8488383293151855,
1,,6999,,,0.6560322046279907,
1,,7049,,,0.2613045573234558,
1,,7099,,,0.2443649023771286,
1,,7149,,,0.5987871885299683,
1,,7199,,,0.2500152587890625,
1,,7249,,,0.3934822678565979,
1,,7299,,,0.20423170924186707,
1,,7349,,,0.2665463984012604,
1,,7399,,,0.19443383812904358,
1,,7449,,,0.3471827208995819,
1,,7499,,,0.4956759512424469,
1,,7549,,,0.5059939622879028,
1,,7599,,,0.7524266839027405,
1,,7649,,,0.25876063108444214,
1,,7699,,,0.14407171308994293,
1,,7749,,,0.34448620676994324,
1,,7799,,,0.25435870885849,
1,,7849,,,0.4533751904964447,
1,,7899,,,0.12144291400909424,
1,,7949,,,0.40617385506629944,
1,,7999,,,0.17098107933998108,
1,,8049,,,0.3154723644256592,
1,,8099,,,0.2329004555940628,
1,,8149,,,0.40907350182533264,
1,,8199,,,0.3753393292427063,
1,,8249,,,0.2347356379032135,
1,,8299,,,0.3891666531562805,
1,,8349,,,0.5291212797164917,
1,,8399,,,0.3441375195980072,
1,,8449,,,0.4953736364841461,
1,,8499,,,0.4020671248435974,
1,,8549,,,0.5219911336898804,
1,,8599,,,0.5111907124519348,
1,,8649,,,0.16092905402183533,
1,,8685,,,,0.9340963363647461
1,,8685,,0.896244466304779,,
2,,8686,0.9340963363647461,,,
2,,8686,0.5455211400985718,,,
